o:id,o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:type,dcterms:identifier,dcterms:created,dcterms:isPartOf,dcterms:dateSubmitted,rdfs:comment,crm:P15_was_influenced_by,crm:P43_has_dimension,crm:P44_has_condition,crm:P62_depicts,crm:P65_shows_visual_item,crm:P94i_was_created_by,rico:documentedBy,rico:hasOrHadPhysicalLocation,rico:hasOrHadSubject,rico:isOrWasIncludedIn,rico:descriptiveNote,rico:measure,schema:material
25373,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Lustre (?),http://data.culture.fr/thesaurus/resource/ark:/67717/T262-82 verrerie,IMVRG00067,1850/1875,,2021-09-21,,,,Bon état,,,,,Maison,,25302,,10 cm (hauteur). Diamètre: 31 cm,"verre: soufflé, coloré"
25372,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Pot n° 2,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-82 verrerie,IMVRG00066,1850/1875,,2021-09-21,,,,État passable. Un feston est brisé,ornement à forme végétale,,,,Maison,,25303,,15 cm (hauteur). Diamètre: 11 cm,"verre: soufflé, doré"
25371,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Pot à parfum,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-82 verrerie,IMVRG00065,1850/1875,,2021-09-21,,,,Bon état,ornement à forme végétale,,,,Maison,,25303,,"9,5 cm (hauteur). Diamètre: 7 cm","verre: soufflé, doré"
25370,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Pot n° 1,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-82 verrerie,IMVRG00064,1850/1875,,2021-09-21,,,,État passable. Bord du col ébréché,,,,,Maison,,25303,,"12,5 cm (hauteur). Diamètre: 7 cm",verre: soufflé
25369,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Flacon,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-82 verrerie,IMVRG00063,1850/1875,,2021-09-21,,,,Bon état,,,,,Maison,,25303,,"13,5 cm (hauteur). Diamètre: 6 cm",verre: soufflé
25368,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Burette et son plateau n° 2,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-82 verrerie,IMVRG00062,1850/1875,,2021-09-21,,,"plateau : 3 cm (hauteur) x 13,5 cm (largeur) ; 20,5 cm (profondeur)",Bon état,,,,,Maison,,25303,,"11 cm (hauteur). Diamètre: 5,5 cm",verre: soufflé
25367,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Burette et son plateau n° 1,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-82 verrerie,IMVRG00061,1850/1875,,2021-09-21,,,"plateau : 2 ; 15,5 cm (largeur) ; 10 cm (profondeur)",Bon état. Il manque la burette de l'eau,symbole christique,sur la tête sphérique du bouchon: vigne,,,Maison,,25303,,12 cm (hauteur). Diamètre: 4 cm x 6 cm (largeur),"verre: soufflé, gravé"
25366,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Vase d'autel n° 3,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-82 verrerie,IMVRG00060,1850/1875,,2021-09-21,,,,Bon état,,,,,Maison,,25303,,"20 cm (hauteur). Diamètre: 9,5 cm x 8 cm (profondeur)",verre: soufflé | alliage cuivreux
25365,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Ensemble de 4 vases d'autel n° 2,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-12 céramique,IMVRG00059,1875/1900,,2021-09-21,,,,Bon état,ornement à forme végétale | inscription,rinceau stylisé | fleurs,,,Maison,,25303,"MARIE ; JESUS
1 vase MARIE porte une étiquette en façade avec n° 115",29 cm (hauteur) x 26 cm (largeur) x 16 cm (profondeur),porcelaine: doré
25364,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Vase d'autel n° 1,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-12 céramique,IMVRG00058,1895/1905,,2021-09-21,,,,Bon état,ornement à forme végétale | ornement à forme géométrique,bouquet de fleurs,,,Maison,,25303,,"29 cm (hauteur) x 13 cm (largeur) x 9,5 cm (profondeur)","porcelaine: peint, doré"
25363,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,2 tours d'autel,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00057,1895/1905,,2021-09-21,,,n° 2 : 68 cm (hauteur) x 218 cm (largeur),Bon état. Auréoles d'humidité au revers,,,,,Maison,,25306,,67 cm (hauteur) x 231 cm (largeur),soie
25362,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,2 tours d'autel,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00056,1895/1905,,2021-09-21,,,33 cm (hauteur),Bon état,,,,,Maison,,25306,,37 cm (hauteur),coton
25361,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Nappe d'autel,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00055,1875/1900,,2021-09-21,,,,Bon état,,,,,Maison,,25306,,113 cm (hauteur),"coton: brodé, à jour"
25360,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Voile huméral,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00054,1901/1950,,2021-09-21,,,,"Défectueux. Auréole d'humidité à droite ; perforation avec perte de matière de la soie vers le centre, en partie inférieure",IHS | ornement à forme végétale,IHS cantonné d'un rinceau végétal rehaussé de 8 croix brodées à cabochon de verre rouge,,,Maison,,25306,,55 cm (hauteur) x 300 cm (largeur),soie | verre | fil métallique or | fil métallique argent
25359,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Pavillon de ciboire,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00053,1895/1905,,2021-09-21,,,dimensions fermé,État passable. Très déformé,,,,,Maison,,25306,,21 cm (hauteur) x 11 cm (largeur),soie | fil métallique or
25358,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Pale n° 1,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00052,1895/1905,,2021-09-21,,,,Bon état,symbole christique,croix rayonnante,,,Maison,,25306,,"16 cm (hauteur) : 15,5 cm (largeur)","soie: cannelé, blanc"
25357,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Amict et 3 napperons d'autel,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00051,,,2021-09-21,,,napperon : 25 cm (hauteur) x 34 cm (largeur),Bon état,,,,,Maison,,25306,,"50 cm (hauteur) x 52,5 cm (largeur)",coton
25356,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,2 nappes d'autel,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00050,,,2021-09-21,,,n° 2 : 137 cm (hauteur) x 128 cm (largeur),Bon état,,,,,Maison,,25306,,107 cm (hauteur) x 104 cm (largeur),coton
25355,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,4 tours d'autel,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00049,1895/1905,,2021-09-21,,,28 cm (hauteur) x 56 cm (hauteur) x 25 cm (hauteur),Bon état,ornement à forme végétale | ornement à forme géométrique,fleur | croix,,,Maison,,25306,,27 cm (hauteur),coton
25354,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,3 dessus d'autel,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00048,1875/1900,,2021-09-21,,,n° 2 : 66 cm (hauteur) x 215 cm (largeur); n° 3 : 56 cm (hauteur) x 154 cm (largeur),"Bon état. Perforation sur le n°2, au centre",IHS,,,,Maison,,25306,,47 cm (hauteur) x 150 cm (largeur),coton
25353,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,2 nappes d'autel (bandeau pour table de communion),http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00047,1875/1900,,2021-09-21,,,bandeau n°1 ; bandeau n° 2 : 143 cm (hauteur),Bon état,,,,,Maison,,25306,FS brodé,63 cm (hauteur),coton: à jour
25352,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Voyage en aérostat de 1785,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-24 gravure,IMVRG00046,1785,,2021-09-21,"Commémoration du voyage de M. Blanchard en montgolfière, le 7 janvier 1785, avec Jefferys, depuis Dever (Douvres), Angleterre, à Calais, France. Le voyage a duré 2 heures 32 minutes",,,Bon état,personnage | objet scientifique,"Silhouette d'un homme à perruque et jabot, à la mode du 18e siècle | aérostat avec nacelle, ailes, aile parapluie et ballon relié à des cordes à la nacelle",,,Maison [salle à manger],,25286,"Sur l'œuvre, gravé, d'origine, en allemand : MONSIER BLAN / CHARD UNTERNAHM / AM 7. JANUAR 1785, / DIE ERSTE, GROSSE LUFT/REISE , IN BEGLEITUNG / MISTER JEFFERYS / VON DEVERIN ENGLAND, / BIS CALAIS IN FRANKREICH
SIE LANDETEN NACH / EINE FACHT VON 2 STUNDEN / 32 MINUTEN AM WALDE VON / GUINES, UNTER DEM SUBEL / DES VOLKES
Au revers, sur le carton d'encadrement, à l'encre : n° 8533 / RIN RNB ; sur le cadre dans l'angle supérieur gauche : 5852 WECE RE/SU (?)","22,5 cm (hauteur) x 17,7 cm (largeur) x 2 cm (profondeur)","cuivre: incisé, peint | bois (cadre): mouluré, doré"
25351,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Portrait de Léon XIII,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-24 estampe,IMVRG00045,1875/1900,,2021-09-21,,,,"État passable. Éraflures et légers manques sur la dorure du cadre en partie inférieure ; trace de dégât des eaux dans toute la partie inférieure de la lithographie (auréole d'humidité). Attaque ancienne d'insectes xylphages, visible au verso du cadre, en partie inférieure (manque de matière)",personnage historique,"Léon XIII: en buste, de face",http://viaf.org/viaf/120697931 Giuseppe Vallardi,,Maison,,25304,MILANO A. VALLARDI EDITORE S. MARTHERITA 8 / STAMPINI DIS LITH. VALLARDI / LEONE XIIIoi / PONTEFICE MASSIMO,"78,5 cm (hauteur) x 64,2 cm (largeur) x 3,5 cm (profondeur)","papier: imprimé (lithographie), couleur | verre | bois (cadre): mouluré, doré"
25350,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,La Vierge au diadème (détail),http://data.culture.fr/thesaurus/resource/ark:/67717/T262-20 dessin,IMVRG00044,1875/1900,,2021-09-21,"Le dessin est possiblement de la main d'Augustin ou de l'une de ses filles, d'après le tableau accroché dans la chapelle (IMVRG00002)",,Rondel : 34 cm (diamètre),Bon état. Encrassement ; poussière,personnage biblique,Vierge,3955,,Maison,,25304,"Au revers, étiquette de l'encadreur : DORURE MIROITERIE / ENCADREMENTS EN TOUS GENRES / MON THOREL / CHATELAIN & BOSSY / SUCCESSEURS / QUAI DE L'ARCHEVÊCHÉ, 27 / LYON","55 cm (hauteur) x 53 cm (largeur) x 2,5 cm (profondeur)",papier: crayon graphite | verre | bois
25349,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Tableau des faveurs et bénédictions,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-20 dessin,IMVRG00043,1867,,2021-09-21,,,,Bon état. Éclat de la dorure du cadre dans l'angle inférieur droit,,,,,Maison,,25304,"TABLEAU DES FAVEURS ET BÉNÉDICTIONS ACCORDÉES PAR MONSEIGNEUR DILINSY ÉVÊQUE DE VIVIERS À LA CHAPELLE DE VARAGNES EN FAVEUR DE MONSIEUR ET DE MADAME SEGUIN
1° LA GRANDEUR AUTORISE MR ET MME SEGUIN, AINSI QUE LEURS ENFANTS ET LES PERSONNES DE LEUR MAISON, À ENTENDRE LA MESSE DANS LEUR ORATOIRE PRIVÉ LES JOURS DES FÊTES RÉSERVÉES.
2° ELLE AUTORISE DANS CETTE CHAPELLE LA BÉNÉDICTION DU ST SACREMENT AUX JOURS SUIVANTS : FÊTE DE LA CIRCONCISION, FÊTE DE ST JOSEPH FÊTE DE STE MARIE, FÊTE DE ST AUGUSTIN, FÊTE DE ST JEAN L'ÉVANGÉLISTE, FÊTES DE LA TRÈS STE VIERGE DU RITE DE 2E CLASSE, C'EST-À-DIRE CELLES DE L'IMMACULÉE CONCEPTION, DE LA NATIVITÉ, DE L'ANNONCIATION, DE LA VISITATION, DE LA PURIFICATION.
LE 2E ET 3E DIMANCHE DU MOIS, QUAND LA SOLENNITÉ D'UNE FÊTE DE 1RE CLASSE N'A PAS ÉTÉ RENVOYÉE À L'UN DE CES DIMANCHES.
LE MERCREDI ET VENDREDI DE CHAQUE SEMAINE DE CARÊME.
TROIS FOIS PENDANT LE MOIS DE MARIE.
LES JOURS DE L'OCTAVE DU ST SACREMENT MOINS LE DEUX DIMANCHES OÙ SE CÉLÈBRENT LES DEUX PROCESSIONS SOLENNELLES.
C'EST PAR L'INTERMÉDIAIRE DE MR ROBERT, GRAND-VICAIRE, S'ADRESSANT À MR L'ARCHIPRÊTRE CURÉ DE N. DAME D'ANNONAY QUE MONSEIGNEUR L'ÉVÊQUE A ACCORDÉ CES PRIVILÈGES À LA DITE CHAPELLE , LE 22 JANVIER 1867","71,5 cm (hauteur) x 54 cm (largeur) x 5 cm (profondeur)","papier: peint | carton | verre | bois: taillé, doré"
25348,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Canon d'autel n° 4,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture | http://data.culture.fr/thesaurus/resource/ark:/67717/T262-43 imprimerie,IMVRG00042,1875/1900,,2021-09-21,,,"petits ; grand : 46 cm (hauteur) x 57 cm (largeur) x 3,5 cm (profondeur)",État passable. Nombreux éléments manquants sur les cadres,ornement à forme végétale,chute | lacs,Rosello S. (lithographe),,Maison,,25303,S. ROSELLO INV. ET LITH,"41,5 cm (hauteur) x 35 cm (largeur) x 3,5 cm (profondeur)",papier | carton | verre | bois
25347,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Canon d'autel n° 3,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture | http://data.culture.fr/thesaurus/resource/ark:/67717/T262-20 dessin,IMVRG00041,1875/1900,,2021-09-21,,,petits ; grand : 41 cm (hauteur) x 57 cm (largeur) x 3 cm (profondeur),État passable. Quelques éléments du grand cadre manquants ; usures de la dorure du cadre,,,,,Maison,,25303,,37 cm (hauteur) x 28 cm (largeur) x 3 cm (profondeur),papier | carton | verre | bois
25346,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Canon d'autel n° 2,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture | http://data.culture.fr/thesaurus/resource/ark:/67717/T262-20 dessin,IMVRG00040,1875/1900,,2021-09-21,,,"petits ; grand : 49,7 cm (hauteur) ; 62 cm (largeur) x 3 cm (profondeur)",Bon état,,,,,Maison,,25303,,"41 cm (hauteur) x 31,5 cm (largeur) x 3 cm (profondeur)",papier | carton | verre | bois
25345,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Canon d'autel n° 1,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture | http://data.culture.fr/thesaurus/resource/ark:/67717/T262-20 dessin,IMVRG00039,1875/1900,,2021-09-21,,,petits ; grand : 55 cm (hauteur) x 68 cm (largeur) x 3 cm (profondeur),Bon état. Déchirure légère du carton au revers du grand cadre,,,,,Maison,,25303,,51 cm (hauteur) x 35 cm (largeur),papier | carton | verre | bois
25344,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Bénitier,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-117 zoologie,IMVRG00038,1875/1900,,2021-09-21,,,,Bon état,,,,,Chapelle [tribune nord],,25305,,"8 cm (hauteur) x 0,5 cm (largeur) x 11 cm (profondeur)",coquillage
25343,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Bénitier présenté par un couple d'anges,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00037,1875/1900,,2021-09-21,,,dimensions totales ; relief : 80 cm (hauteur) x 52 cm (largeur) x 24 cm (profondeur),État passable. La partie la plus saillante (bords du bénitier) est brisée et manquante,personnage mystique | bénitier,Ange: dans les airs | bénitier,,,Chapelle [tribune nord],,25301,,"96 cm (hauteur) x 73,5 cm (largeur) x 29 cm (profondeur)","plâtre: moulé, peint"
25342,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Harmonium,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-27 facture d'harmonium,IMVRG00036,1875/1900,,2021-09-21,"L'histoire de la maison Alexandre, Père et fils, est bien connue. La première entreprise est fondée en 1829 par Jacob Alexandre, alors facteur d'accordéons et d'harmonicas ; elle est installée 6 rue Transnonain à Paris. En 1843 l'entreprise s'installe 10 boulevard Bonne-Nouvelle. Les Alexandre obtiennent une médaille d'argent à l'exposition des produits de l'agriculture et de l'industrie à paris en 1849. En 1850, l'entreprise est installée 39 rue de Meslay, la fabrique 9 rue Pierre-Levée. La construction du piano-harmonium de Liszt dit Piano-Liszt date de 1853. La médaille d'honneur leur est décernée à l'Exposition universelle de 1855, où l'Orgue à cent francs est présenté. La fabrique d'Ivry-sur-Seine ouvre en 1860, année où Édouard, le fils de Jacob, est fait Chevalier de la Légion d'honneur. Après une première faillite (1868), l'entreprise ouvre un nouvel atelier en 1872 au 106 rue de Richelieu. Elle connaît une deuxième faillite en 1877. Une co-direction s'instaure en 1884 avec Edmond Sèche. La société obtient une nouvelle médaille d'or à l'Exposition universelle de 1889. Les frères Fortin reprennent l'affaire en 1907. L'arrêt de la fabrication des harmoniums est effective en 1955 (source : http://harmonium.fr/pages/documentation---alexandre---histoire.html)",,,"État passable. Porte partition brisé, éléments sur place ; projection de cire100 ; la = 133 ; pr = 69",,,http://viaf.org/viaf/4897155226714284490008 Alexandre Père et fils,,Chapelle [tribune],,25298,"ALEXANDRE PÈRE ET FILS / 39, RUE MESLAY, 39 / PARIS",100 cm (hauteur) x 131 cm (largeur) x 70 cm (largeur),bois | ivoire | alliage cuivreux
25341,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Vierge à l'Enfant,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00035,1875/1900,,2021-09-21,"François-Frédéric Grobon (Lyon, 1815-Paris, 1901) participe à l'école lyonnaise de peinture du 19e siècle, avec son frère d'Anthelme-Eugène Grobon (Lyon, 1820-Grigny 1878). On ignore si ils sont parent de Jean-Michel Grobon (1770-1853).
F.-F. Grobon fonde en 1862, l'agence des beaux-arts, et publie la même année le Catalogue de l'agence des beaux-arts fondée le 1er juin 1862 pour la location des tableaux, dessins, esquisses ou études des artistes. MM. les artistes peintres propriétaires de leurs oeuvres, chez Panckoucke à Paris",,jour : 90 cm (hauteur); vue : 143 cm (hauteur) x 122 cm (largeur),Bon état,personnage biblique | monogramme,"Vierge | assis, de trois-quarts | Enfant: assoupi | palmier | monogramme marial AM sur le cadre",http://viaf.org/viaf/37190794 François-Frédéric Grobon,,Chapelle [tribune],,25300,"Sur le côté dextre, peint en rouge, en délié : F. F. GROBON",190 cm (hauteur) x 190 cm (largeur) x 17 cm (profondeur),"peinture à l'huile (toile) | bois (cadre): taillé, doré"
25340,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Paire de bustes : Christ, Vierge Marie",http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00034,1903,,2021-09-21,,,Christ ; Vierge : 38 cm (hauteur) x 21 cm (largeur) x 15 cm (profondeur),Bon état. Encrassement ; poussière,personnage biblique,Christ | Vierge Marie,3955,,Chapelle [tribune (palier)],,25301,Sur la face : JESUS / CHRISTUS . VIRGO / MATER DEI / sur chaque buste : A. SEGUIN 1903,37 cm (hauteur) x 20 cm (largeur) x 16 cm (profondeur),"plâtre: moulé, peint"
25339,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Ecclésiastique,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00033,1701/1800,,2021-09-21,La statue est d'une facture remarquable. La disproportion des mains et du visage laisse penser qu'elle était probablement prévue pour être placée en hauteur. Le vêtement comme la posture laissent supposer une création du 18e siècle,,,"État passable. Joints visibles, partiellement ouverts ; fente sur la terrasse à l'avant",personnage,ecclésiastique,,,Chapelle [tribune (palier)],,25301,,136 cm (hauteur) x 67 cm (largeur) x 43 cm (profondeur),"bois feuillu indigène: taillé, peint"
25338,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Tour d'autel,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-76 tissu,IMVRG00032,1895/1905,,2021-09-21,,,,Défectueux. Déchirures ; encrassement ; poussière,,,,,Chapelle [chœur (maître-autel)],,25306,,35 cm (hauteur) x 66 + 66 + 210 cm (largeur),coton: dentelle
25337,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Ensemble de 8 verrières géométriques,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-85 vitrail,IMVRG00031,1875/1900,,2021-09-21,"Les verrières ne sont pas signées ni datées, mais leur style est conforme à la production de verrières non figurées de la fin du 19e siècle",,,Bon état,,,,,Chapelle [bas-côté nord ; bas-côté sud],,25298,,245 cm (hauteur) x 47 cm (largeur),"verre: taillé, peint"
25336,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,"Planeur ""canard"" Henri Fabre",http://data.culture.fr/thesaurus/resource/ark:/67717/T523-35945 aviation,IMVRG00030,,,2021-09-21,"Ce planeur d’Henri Fabre (1882-1984) a été construit en 1909 pour Tintin Seguin. C’est le prototype de l’hydravion qui volera début 1910 sur l’étang de Berre, propulsé par un moteur Gnome et Rhône. Il a été livré à Tintin-Augustin Seguin à l’automne 1909, assemblé dans la Cour du Nord et essayé dans les prés de Varagnes.
Laurent, Augustin Seguin et Henri Fabre sont étroitement liés d’amitié et associés ; ils assistent, le 28 mars 1910, au vol historique du premier hydravion à Martigues. Augustin fait connaître à Henri Fabre un type de planeur, dit « canard », qui lui servit de modèle pour concevoir son hydravion. Un « canard » est un type d’avion possédant deux surfaces portantes, un plan canard à l’avant et une aile à l’arrière. Cela permettait un pilotage en tangage. Un appareil à moteur propulsif améliore le lancement du moteur à partir d’un canot ou d’un bateau et évite les projections d’huile pour le pilote.
Augustin demande à Henri Fabre de refaire la même voilure et de la monter sur un fuselage afin d’obtenir un planeur qu’il essaiera sur les prairies pentues de Varagnes. Le planeur est livré en octobre 1909. La surface de voilure de 10m2 ne permet guère de supporter le poids d’un homme : seules quelques courtes envolées de l’appareil, lancé à vide, furent réussies.
Remisé dans l’atelier de dessin, l’appareil passa sagement les décennies. En 1995, Philippe Chenel, en visite au sein d’un groupe de la société SNECMA (ex-Gnome et Rhône), s’enthousiasme pour l’objet et persuade les propriétaires d’en entreprendre la restauration. Une chance, avec plus de 95 % des matériaux conservés, la restauration pouvait s’envisager sous les meilleurs auspices. Il est depuis présenté dans la chapelle de Varagnes",,,Bon état,,,,,Chapelle [avant-chœur],,25284,,110 cm (hauteur) x 800 cm (largeur) x 590 cm (profondeur),bois | toile
25335,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Lampe de sanctuaire partielle,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-21 dinanderie,IMVRG00029,1875/1900,,2021-09-21,,,,État passable,,,,,Chapelle [arcade première travée sud],,25302,,,alliage cuivreux
25334,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Bénitier,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-117 zoologie,IMVRG00028,1875/1900,,2021-09-21,,,,État passable. Une partie du plomb a disparu,,,,,Chapelle [vaisseau central],,25305,,30 cm (hauteur) x 70 cm (largeur) x 45 cm (profondeur),coquillage | plomb
25333,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Banc ; fauteuil,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-53 menuiserie,IMVRG00027,1901/2000,,2021-09-21,,,banc ; fauteuil : 94  cm (hauteur) x 75 cm (largeur) x 48 cm (profondeur),Bon état,,,,,Chapelle [vaisseau central],,25298,,94 cm (hauteur) x 143 cm (largeur) x 52 cm (profondeur),bois | paille
25332,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Chemin de croix,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-63 peinture,IMVRG00026,1875/1900,,2021-09-21,"La station XIV est la copie du tableau de Tiziano Vecellio, dit Tiziano ou Titien : Le Transport du Christ vers le tombeau, conservé au musée du Louvre (INV 749).
C'est lors d'un cambriolage survenu dans les années 1970 que les stations VI, XII et XIII ont disparu",,"35,5 cm (hauteur) x 24,4 cm (largeur)","Défectueux. Manquent les stations II, XII, XIII. Les cartons se gondolent ; encrassement ; poussière",,,,,Chapelle [bas-côté nord ; bas-côté sud],,25300,,51 cm (hauteur) x 40 cm (largeur),"peinture à l'huile sur carton | bois (cadre): taillé, peint"
25331,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Saint Joseph,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00025,1875/1900,,2021-09-21,,,dimensions approximatives,Bon état. Encrassement ; poussière,figure biblique,"saint Joseph: en pied, de face",,,Chapelle [bas-côté sud],,25301,,90 cm (hauteur) x 34 cm (largeur) x 34 cm (profondeur),plâtre (?)
25330,Art et mobilier de Varagnes,dctype:PhysicalObject,thomas.chaineux@chartes.psl.eu,true,Vierge à l'Enfant Notre Dame du Sacré Cœur,http://data.culture.fr/thesaurus/resource/ark:/67717/T262-68 sculpture,IMVRG00024,1875/1900,,2021-09-21,"D'autres exemplaires de cette ""Notre Dame du Sacré Cœur"" sont conservés dans plusieurs églises de France",,,"État passable. Encrassement ; poussière ; le pied gauche de l'Enfant est brisé, mais est présent ; manquent 2 doigts de la main gauche, index de la main droite légèrement brisé",personnage biblique,"Vierge à l'Enfant: de face, debout",http://viaf.org/viaf/159720325 Maison Raffl,,Chapelle [bas-côté sud (autel)],,25301,"Sur la terrasse : N.D. DU SACRÉ CŒUR / APPVÉE PAR LE ST PÈRE LE 7 SEPBR 1875
sur la terrasse, sur le côté : R. RAFFL ET C",90 cm (hauteur). Diamètre: 26 cm,"plâtre: moulé, peint, doré"
