Class,rico:identifier,rico:hasRecordSetType,rico:title,rico:descriptiveNote,rico:dateInterv,rico:dateRaw,rico:hasCreatorRef,rico:hasCreatorNotRef,rico:hasReceiverRef,rico:hasReceiverNotRef,rico:hasPublisher,rico:isOrWasIncludedIn,rico:hasOrHadPhysicalLocation,crm:P44_has_condition
rico:Record,B13.1.2/4,,,"Lettre de Louise Mangini, née Rolland à son mari à propos d’une lettre de recommandation de M. Richard pour le docteur Altruist (?)",,,REFPERS0046,,REFPERS0043,,,B13.1.2,,
rico:Record,B13.1.2/5,,,"Lettre de Louise Mangini, née Rolland à son mari à propos du fait qu’il est à Vichy, que Marie et Félicie sont allées à Lyon pour des commissions, d’une lettre du docteur Philippain qu’elle vient de recevoir",,1860-07-03,REFPERS0046,,REFPERS0043,,,B13.1.2,,
rico:Record,B13.1.2/6,,,"Lettre de Louise Mangini, née Rolland à Augustine à propos de la maladie de Félicie et de la rougeole du bébé",,,REFPERS0046,,REFPERS0016,,,B13.1.2,,
rico:Record,B13.1.2/7,,,"Lettre de Louise Mangini, née Rolland à Félix à propos de son arrivée, du climat, de leur séjour à Dieppe avec Paula qui va bien",,,REFPERS0046,,REFPERS0044,,,B13.1.2,,
rico:Record,B13.1.2/8,,,"Lettre de Louise Mangini, née Rolland à Félix à propos du fait qu’elle s’inquiète pour son gosier du fait de la chaleur, que Paula en souffre, qu’elle garde Louis près d’elle",,,REFPERS0046,,REFPERS0044,,,B13.1.2,,
rico:Record,B13.1.2/9,,,"Lettre de Louise Mangini, née Rolland à Paula à propos du fait que Marie est encore triste de la perte de son fils, de la défaite de la France",1870/1871,,REFPERS0046,,REFPERS0020,,,B13.1.2,,
rico:RecordSet,B13.1.3,Sous-dossier d'archives,,"Lettres de Marie Balaÿ, née Mangini à sa famille (s.d.)",,,,,,,,B13.1,,
rico:Record,B13.1.3/1,,,"Lettre de Marie Balaÿ, née Mangini à Félix à propos du fait que Lazare et Henri, ses enfants, ont la rougeole, que Joséphine (bonne ?) s’occupe de Lucien qui est également malade",,,REFPERS0047,,REFPERS0044,,,B13.1.3,,
rico:Record,B13.1.3/10,,,"Lettre de Marie Balaÿ, née Mangini à son père Lazare à propos du retour prochain de M. Dechatelus, de la meilleure santé de Louise, nouvelles de diverses personnes",,,REFPERS0047,,REFPERS0043,,,B13.1.3,,
rico:Record,B13.1.3/11,,,"Lettre de Marie Balaÿ, née Mangini à Félicie à propos de nouvelles de diverses personnes",,,REFPERS0047,,REFPERS0023,,,B13.1.3,,
rico:Record,B13.1.3/12,,,"Lettre de Marie Balaÿ, née Mangini à Félicie à propos du meilleur état de santé de Lucien quoique toujours sous influence de sa rougeole, des problèmes de gosier de Félix (amygdales blanches), de la manière dont elle le soigne",,,REFPERS0047,,REFPERS0023,,,B13.1.3,,
rico:Record,B13.1.3/13,,,"Lettre de Marie Balaÿ, née Mangini à son père Lazare à propos du fait qu’il a moins de maux de dents, du séjour de Marie à Évian où elle suit un traitement pour sa santé, du fait que M. Cheronnet (? un propriétaire de source ?) a augmenté ses prix",,,REFPERS0047,,REFPERS0043,,,B13.1.3,,
rico:Record,B13.1.3/14,,,"Lettre de Marie Balaÿ, née Mangini à Félix à propos de l’amélioration de la santé des enfants",,,REFPERS0047,,REFPERS0044,,,B13.1.3,,
rico:Record,B13.1.3/15,,,"Lettre de Marie Balaÿ, née Mangini à Félicie(??VÉRIFIER) à propos de l’amélioration de la santé des enfants",,,REFPERS0047,,REFPERS0023,,,B13.1.3,,
rico:Record,B13.1.3/16,,,"Lettre de Marie Balaÿ, née Mangini à son père Lazare à propos de leur santé à tous, de son attachement à la région où elle vit depuis que son fils Lazare y est mort et que son autre fils Henri y est né",,,REFPERS0047,,REFPERS0043,,,B13.1.3,,
rico:Record,B13.1.3/17,,,"Lettre de Marie Balaÿ, née Mangini à sa mère à propos de son prochain voyage à Lyon",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/18,,,"Lettre de Marie Balaÿ, née Mangini à sa mère à propos du fait que Louis et elle ont fait bon voyage, de la mort de leur fils Lazare",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/19,,,"Lettre de Marie Balaÿ, née Mangini à son père Lazare à propos de Félicie qui a été malade, des travaux quasiment finis à la Valsonnière (?), du petit Lazare qui va bien",,,REFPERS0047,,REFPERS0043,,,B13.1.3,,
rico:Record,B13.1.3/2,,,"Lettre de Marie Balaÿ, née Mangini à sa mère à propos de meilleures nouvelles de la santé de Lazare, d’un voyage prochain à Lyon pour aller voir sa mère, de sa grossesse",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/20,,,"Lettre de Marie Balaÿ, née Mangini à sa mère et à Félicie à propos de son quotidien, de Mme Balaÿ qui lui a donné un service de table d’Allemagne",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/21,,,"Lettre de Marie Balaÿ, née Mangini à sa mère à propos de leur prochaine venue à Lyon",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/22,,,"Brouillon de lettre de Marie Balaÿ, née Mangini Louis à propos d’un incident lors de leur départ de Lyon en quittant la famille de Marie : Marie s’excuse de ses larmes lors de ce départ, dit qu’elle comprend que Louis n’est pas heureux, qu’il aspirait à une autre vie et qu’il se sent un étranger chez ses beaux-parents alors qu’elle a beaucoup de mal à vivre loin de sa famille",,,REFPERS0047,,,Louis Balaÿ,,B13.1.3,,
rico:Record,B13.1.3/23,,,"Lettre de Marie Balaÿ, née Mangini à sa mère à propos de sa douleur aux reins, sur le regret qu’elle a de ne pas être en famille malgré la gentillesse de sa belle famille",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/24,,,"Lettre de Marie Balaÿ, née Mangini à sa mère à propos de la présence de Lucien chez elle, mort du fils des Palluat (?), sur sa vie quotidienne. Marie demande pour lui à Louise Mangini si elle pense qu’un voyage à Paris pour Marie est raisonnable.",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/25,,,"Lettre de Marie Balaÿ, née Mangini à sa mère à propos du besoin de Mme Balaÿ de se sentir entourée, sur le prochain séjour qu’elle veut faire à Lyon avec Louis malgré le fait que ce dernier l’appréhende, sur la santé de ses parents, de la perruche de Félicie",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/26,,,"Lettre de Marie Balaÿ, née Mangini à sa mère à propos de sa grossesse, d’une douleur au sein gauche, nouvelles de diverses personnes",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/27,,,"Lettre de Marie Balaÿ, née Mangini à sa mère à propos de sa difficulté à vivre loin de sa famille, ce que lui reproche son mari, de l’artisan Sicard qui n’a toujours pas réalisé leurs meubles`",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/28,,,"Lettre de Marie Balaÿ, née Mangini à son père Lazare à propos de sa tristesse d’être séparée de sa famille, de l’envoi d’un corset, des nouvelles de diverses personnes",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/29,,,"Lettre de Marie Balaÿ, née Mangini et de Louise Mangini, née Rolland à Lazare à propos de l’absence de Lazare quand elles sont arrivées dans leur maison de Lyon, à Champvert",,,REFPERS0047;REFPERS0046,,REFPERS0043,,,B13.1.3,,
rico:Record,B13.1.3/3,,,"Lettre de Marie Balaÿ, née Mangini à sa mère à propos des reproches que Louise lui a écrites de ne pas venir à Lyon, Marie s’explique",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/4,,,"Lettre de Marie Balaÿ, née Mangini à sa mère à propos du mauvais temps, de sa tristesse",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/5,,,"Lettre de Marie Balaÿ, née Mangini à sa mère à propos de sa prochaine arrivée auprès de sa mère, de l’envoi d’un bureau, de l’arrivée de Mme Balaÿ à Lyon",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/6,,,"Lettre de Marie Balaÿ, née Mangini à sa mère à propos de la mauvaise santé de sa mère et de son arrivée prochaine pour prendre soin d’elle",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/7,,,"Lettre de Marie Balaÿ, née Mangini à Louise et Félicie à propos des reproches de Félicie sur le fait que Marie ne lui écrit pas assez, sur l’anniversaire de son mariage, nouvelles de diverses personnes",,,REFPERS0047,,REFPERS0046;REFPERS0023,,,B13.1.3,,
rico:Record,B13.1.3/8,,,"Lettre de Marie Balaÿ, née Mangini à sa mère à propos de Louis qui revient de la Pérolière où les travaux avancent, de sa grossesse, des domestiques",,,REFPERS0047,,REFPERS0046,,,B13.1.3,,
rico:Record,B13.1.3/9,,,"Lettre de Marie Balaÿ, née Mangini à Félix à propos de la meilleure santé de leur mère (jambe enflée)",,,REFPERS0047,,REFPERS0044,,,B13.1.3,,
rico:RecordSet,B13.1.4,Sous-dossier d'archives,,Lettres de Lazare Mangini et documents lui appartenant,1856/1858,,,,,,,B13.1,,
rico:Record,B13.1.4/1,,,"Lettre de Lazare Mangini à sa femme à propos du séjour de sa femme et de ses filles, du mariage de marie avec monsieur Balaÿ",,1858-04-18,REFPERS0043,,REFPERS0046,,,B13.1.4,,
rico:Record,B13.1.4/2,,,"Lettre de Lazare Mangini à sa famille à propos de son départ pour Sainte-Foy, d'un dîner chez leur voisin Plason (?) , nouvelles diverses de la famille",,1858-04-19,REFPERS0043,,REFPERS0046,,,B13.1.4,,Document endommagé
rico:Record,B13.1.4/3,,,"Lettre de Lazare Mangini à sa famille à propos du fait qu'il attend Lucien pour aller à Cassis, que ce dernier visitera les mines de charbon à Avignon pour aller ensuite chercher les dames de la famille à Évian, les Balaÿ sont à Paris",,1858-05-05,REFPERS0043,,REFPERS0046,,,B13.1.4,,
rico:Record,B13.1.4/4,,,"Lettre de Lazare Mangini à sa femme à propos de l'arrivée de Félix, de son prochain départ pour Cassis, de l'attente de l'arrivée de Marie",,1858-09-18,REFPERS0043,,REFPERS0046,,,B13.1.4,,
rico:Record,B13.1.4/5,,,"Lettre timbrée d'acquisition du bien immobilié de Georges Piot, cultivateur, dans le Rhône, non rempli ni siggné par Lazare Mangini",,1858-12-12,REFPERS0043,,,,,B13.1.4,,
rico:Record,B13.1.4/6,,,Laissez-passer de transport de boisson (210 litres de vin) destiné à Lazare Mangini,,1856-05-08,,"Millon, propriétaire",REFPERS0043,,,B13.1.4,,
rico:Record,B13.1.4/7,,,Rappel de fin d'abonnement au journal des chemins de fer,,,,Philippe Baudier,REFPERS0043,,,B13.1.4,,
rico:Record,B13.1.4/8,,,Prescription de traitement médical pour rhumastimes aigus,,1858-03-26,,"Du Rozier, pharmacien",REFPERS0043,,,B13.1.4,,
rico:Record,B13.1.4/9,,,"Enveloppe avec sceau ""Monsieur F. Pitiot ingénieur, rue Maria Antonia 5901 à Florence pour monsieur Lazare Mangini""",,1856-10-20,REFPERS0043,,,,,B13.1.4,,
rico:RecordSet,B13.1.5,Sous-dossier d'archives,,"Lettres de Félicie Seguin, née Mangini (s.d.)",,,,,,,,B13.1,,
rico:Record,B13.1.5/1,,,Lettre de Félicie Seguin à Paula à propos de sa prochaine venue et nouvelle de Marc et Augustine Seguin,,,REFPERS0023,,REFPERS0020,,,B13.1.5,,
rico:Record,B13.1.5/2,,,Lettre de Félicie Seguin à son père à propos de l'installation dans une maison (pour les vacances?),,,REFPERS0023,,REFPERS0043,,,B13.1.5,,
rico:Record,B13.1.5/3,,,"Lettre de Félicie Seguin à son père à propos de l'auberge de Georges (Vichy?) où semble avoir séjourné Lazare. Elle donne des nouvelles de sa mère et du petit ""baby""",,,REFPERS0023,,REFPERS0043,,,B13.1.5,,
rico:Record,B13.1.5/4,,,"Lettre de Félicie Seguin à son père à propos de la santé de Lazare, de celle de sa mère et du petit bébé qui ""prend déjà les allures turbulentes du garçon""",,,REFPERS0023,,REFPERS0043,,,B13.1.5,,
rico:Record,B13.1.5/5,,,Lettre de Félicie Seguin à Paula à propos du froid qu'elle a attrapé et diverses nouvelles,,,REFPERS0023,,REFPERS0020,,,B13.1.5,,
rico:Record,B13.1.5/6,,,Lettre de Félicie Seguin à Paula à propos d'un tapis et de la blessure de leur mère qui va mieux,,,REFPERS0023,,REFPERS0020,,,B13.1.5,,
rico:RecordSet,B13.2,Dossier d'archives,,Correspondance active de la famille Seguin avec les Mangini,1861/1871,,,,,,,B13,,
rico:RecordSet,B13.2.1,Sous-dossier d'archives,,Lettres de Marc Seguin à sa fille Paula,1861/1871,,,,,,,B13.2,,
rico:Record,B13.2.1/1,,,Lettre de Marc Seguin à sa fille Paula à propos de la mort du père de la famille Mangini,,1861-02-14,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:Record,B13.2.1/10,,,"Lettre de Marc Seguin à sa fille Paula à propos de la rougeolde ses deux petites soeurs, de la confiance qu'il a dans son médecin M. Giraud et du jugement de Marc concernant Félix qu'il juge bon époux à qui Paula peut se confier",,1869-09-26,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:Record,B13.2.1/11,,,"Lettre de Marc Seguin à sa fille Paula à propos du voyage d'Étienne pour aller voir Paula, à propos du caractère d'Étienne ""moins arrêté, moins féroce et moins décidé que celui de Louis"", qu'il ""ne faut pas qu'il néglige ses dipsositions artistiques, les peintures surtout, où il a si admirablement réussit et ilm vaut mieux qui (sic) se dépouille de la vieille science officielle""",,1869-11-02,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:Record,B13.2.1/12,,,Lettre de Marc Seguin à sa fille Paula à propos d'une demande de recommandation à demander à Félix.,,1870-03-28,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:Record,B13.2.1/13,,,"Lettre de Marc Seguin à sa fille Paula à propos des nouvelles de tous les enfants de Marc, du retour d'Auguste à Fontenay après beaucoup de misères, maladie (fièvre typhoïde) d'Henri contractée durant le siège de Paris, nouvelles de mme Vessière (?), de la crainte de l'occupation de la france par les Allemands",,1871-03-16,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:Record,B13.2.1/14,,,Lettre de Marc Seguin à sa fille Paula à propos de l'intentisté de son travail et de ses conséquences sur sa santé,,,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:Record,B13.2.1/15,,,"Lettre de Marc Seguin à sa fille Paula à propos des nouvelles de la famille Seguin donnée à Paula par Mme Clémence (?), du refus de Marc Seguin de laisser Maria aller à la procession du fait de sa santé, du prochain voyage d'Augustine à Lyon, de ses ""grands tracas avec mon chocolat"" pour lequel il encourage sa fille à consommer les produits qu'il vend",,,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:Record,B13.2.1/16,,,Lettre de Marc Seguin à sa fille Paula à propos de l'absence de sa fille,,,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:Record,B13.2.1/2,,,Lettre de Marc Seguin à sa fille Paula à propos de l'arrivée de sa mère et du chagrin qu'il partage tous,,1868-02-12,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:Record,B13.2.1/3,,,"Lettre de Marc Seguin à sa fille Paula à propos de sa femme qui use sa santé à la correspondance, à la nouvelle vie maritale de Paul et de l'état de santé ""du pauvre M. Mangini""",,1868-11-11,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:Record,B13.2.1/4,,,"Lettre de Marc Seguin à sa fille Paula à propos de la distance qui les sépare et du mariage des filles qui les éloigne de leur père, de la santé d'Auguste et du ""pauvre père Mangini""",,1868-11-23,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:Record,B13.2.1/5,,,Lettre de Marc Seguin à sa fille Paula à propos de la maladie de Mr Mangini et nouvelles de Louis,,1869-01-28,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:Record,B13.2.1/6,,,"Lettre de Marc Seguin à sa fille Paula à propos de l'arrivée de Pauline sans encombre, des épreuves que traverse la famille Mangini et de la mort de Mme Gervais, nièce de Marc",,1869-02-12,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:Record,B13.2.1/7,,,"Lettre de Marc Seguin à sa fille Paula à propos du ""dérangement de santé accompagné de mal aise, d'angoisses"" du mari de Paula et du lent rétablissement de Maxime",,1869-02-18,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:Record,B13.2.1/8,,,Lettre de Marc Seguin à sa fille Paula à propos de,,1869-05-31,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:Record,B13.2.1/9,,,Lettre de Marc Seguin à sa fille Paula à propos de l'amour paternel et des défauts et qualités inhérents à chacun,,1869-06-20,REFPERS0002,,REFPERS0020,,,B13.2.1,,
rico:RecordSet,B13.2.2,Sous-dossier d'archives,,Lettres d'Augustine Seguin à sa fille Paula (env. 1870 ?),1869/1870,,,,,,,B13.2,,
rico:Record,B13.2.2/1,,,"Lettre d'Augustine Seguin à sa fille Paula à propos du retour à Lyon de Paula, de la légère maladie de son frère. Augustine recommande la lecture de ""Vie de MM de Mirandon"" par Mme Alfred Bonneau (?)",1869/1870,,REFPERS0016,,REFPERS0020,,,B13.2.2,,
rico:Record,B13.2.2/10,,,"Lettre d'Augustine Seguin à sa fille Paula à propos d'un retard du fait de ""la détresse dans lequel se trouve notre pays"", à propos d'Alphonsine qui va rejoindre son mari et d'Henry qui a fait bon voyage",1869/1870,,REFPERS0016,,REFPERS0020,,,B13.2.2,,
rico:Record,B13.2.2/11,,,Lettre d'Augustine Seguin à Félix Mangini pour le féliciter de ses succès et le remercier de ne pas avoir répondu aux attaques de son adversaire politique,1869/1870,,REFPERS0016,,REFPERS0020,,,B13.2.2,,
rico:Record,B13.2.2/12,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de sa fatigue, des ""agitations de la politique à propos des élections ont été cause de beaucoup de paroles inutiles qui m'ont fatiguée la poitrine et notre chère ville a voté en majorité pour les candidats démocrates, heureusement"" et des différents invités à Varagnes",1869/1870,,REFPERS0016,,REFPERS0020,,,B13.2.2,,
rico:Record,B13.2.2/13,,,"Lettre d'Augustine Seguin à sa fille Paula à propos du voyage qu'ils viennent d'achever avec Marc, qui a été intéressé par les récits de Mme Binet. ils ont été acceuillis à St Rambert par tous les employés de la gare puis elle écrit à propos de sa rencontre avec Jospeh de Montgolfier dans le train et du fait que tout le monde était heureux de les voir rentrer ""à cause de Mme Vessière""",1869/1870,,REFPERS0016,,REFPERS0020,,,B13.2.2,,
rico:Record,B13.2.2/14,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de l'accouchement de la belle-soeur Mangini de Paula, de son futur voyage à Lyon",1869/1870,,REFPERS0016,,REFPERS0020,,,B13.2.2,,
rico:Record,B13.2.2/15,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de la"" nourrice de Félicie"" (Pauline Consiglieri?), de Claudine qui était tombée et au frère d'Augustine malade ""qui voulait tant faire l'acquisition des Pins"".",,1869-05-31,REFPERS0016,,REFPERS0020,,,B13.2.2,,
rico:Record,B13.2.2/16,,,"Lettre d'Augustine Seguin à sa fille Paula à propos de l'attente qu'elle avait de l'arrivée de Paula et de la maladie de Mme Mangini, belle mère de Paula",1869/1870,,REFPERS0016,,REFPERS0020,,,B13.2.2,,
rico:Record,B13.2.2/17,,,Lettre d'Augustine Seguin à sa fille Paula à propos de la vie de famille,1869/1870,,REFPERS0016,,REFPERS0020,,,B13.2.2,,
rico:Record,B13.2.2/18,,,"Lettre d'Augustine Seguin à sa fille Paula à propos d'un pantalon d'Étienne et de souliers à envoyer, elle demande également 150 francs à Félix Mangini dont elle enverra l'équivalent en ""objets faits""",1869/1870,,REFPERS0016,,REFPERS0020,,,B13.2.2,,
